mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
7;3;5.00;0.0;24.5;62;2;133;5;202;-;-;-
7;3;6.00;0.0;25.0;60;4;113;10;108;-;-;-
7;3;7.00;0.0;25.2;60;3;320;7;306;-;-;-
7;3;8.00;0.0;25.1;65;4;310;9;274;-;-;-
7;3;9.00;0.0;27.2;61;3;280;9;264;-;-;-
7;3;10.00;0.0;26.3;62;5;313;11;266;-;-;-
7;3;11.00;0.0;26.7;61;4;318;10;290;-;-;-
7;3;12.00;0.0;29.5;50;5;308;11;257;-;-;-
7;3;13.00;0.0;29.0;53;10;265;17;277;-;-;-
7;3;14.00;0.0;28.2;57;11;221;21;233;-;-;-
7;3;15.00;0.0;28.1;62;9;305;15;278;-;-;-
7;3;16.00;0.0;28.2;54;6;293;12;307;-;-;-
7;3;17.00;0.0;27.1;55;6;272;13;254;-;-;-
7;3;18.00;0.0;26.8;58;6;311;13;270;-;-;-
7;3;19.00;0.0;26.4;60;5;103;12;81;-;-;-
7;3;20.00;0.0;25.8;60;6;63;12;96;-;-;-
7;3;21.00;0.0;25.4;61;6;84;13;92;-;-;-
7;3;22.00;0.0;24.4;56;18;59;44;54;-;-;-
7;3;23.00;0.8;21.0;74;23;76;50;81;-;-;-
7;3;24.00;12.0;19.7;80;16;111;39;69;-;-;-
7;4;1.00;1.8;19.8;79;17;83;31;81;-;-;-
7;4;2.00;0.2;20.7;71;13;211;34;78;-;-;-
7;4;3.00;0.0;20.5;73;6;94;13;296;-;-;-
7;4;4.00;0.0;20.9;69;11;134;32;92;-;-;-
7;4;5.00;0.0;21.6;64;7;97;23;94;-;-;-
7;4;6.00;0.0;22.8;60;13;82;31;80;-;-;-
7;4;7.00;0.0;23.9;58;17;117;35;99;-;-;-
7;4;8.00;0.0;26.2;48;12;88;29;84;-;-;-
7;4;9.00;0.0;27.2;45;15;87;30;83;-;-;-
7;4;10.00;0.0;28.8;43;15;77;30;96;-;-;-
7;4;11.00;0.0;28.8;46;13;242;26;66;-;-;-
7;4;12.00;0.0;28.2;52;12;255;22;255;-;-;-
7;4;13.00;0.0;27.6;58;13;227;24;246;-;-;-
7;4;14.00;0.0;27.5;55;13;243;21;251;-;-;-
7;4;15.00;0.0;27.9;57;10;259;18;244;-;-;-
7;4;16.00;0.0;26.4;63;7;339;15;299;-;-;-
7;4;17.00;0.0;26.4;65;5;339;11;318;-;-;-
7;4;18.00;0.0;26.2;62;5;327;8;4;-;-;-
7;4;19.00;0.0;25.7;67;3;316;7;318;-;-;-
7;4;20.00;0.0;25.5;66;3;287;6;306;-;-;-
7;4;21.00;0.0;25.1;70;3;198;6;354;-;-;-
7;4;22.00;0.0;25.3;57;4;94;12;87;-;-;-
7;4;23.00;0.0;24.6;58;10;102;20;96;-;-;-
7;4;24.00;0.0;24.0;58;6;92;20;64;-;-;-
7;5;1.00;0.0;23.8;57;9;114;22;60;-;-;-
7;5;2.00;0.0;23.7;58;10;124;21;94;-;-;-
7;5;3.00;0.0;23.6;60;8;242;18;267;-;-;-
7;5;4.00;0.0;22.9;63;11;89;24;33;-;-;-
7;5;5.00;0.0;23.7;60;12;102;23;106;-;-;-
7;5;6.00;0.0;26.5;53;8;99;25;99;-;-;-
7;5;7.00;0.0;25.0;60;6;264;29;276;-;-;-
7;5;8.00;0.0;24.8;62;13;306;30;319;-;-;-
7;5;9.00;0.0;26.3;54;8;282;17;266;-;-;-
7;5;10.00;0.0;27.2;54;9;183;20;113;-;-;-
7;5;11.00;0.0;25.6;62;10;316;21;262;-;-;-
7;5;12.00;0.0;28.3;52;5;316;12;289;-;-;-
7;5;13.00;0.0;27.7;51;6;274;14;269;-;-;-
7;5;14.00;0.0;27.5;53;10;242;18;237;-;-;-
7;5;15.00;0.0;27.3;49;10;263;17;237;-;-;-
7;5;16.00;0.0;26.7;57;9;276;15;255;-;-;-
7;5;17.00;0.0;26.6;59;8;283;14;301;-;-;-
7;5;18.00;0.0;26.1;54;5;338;10;333;-;-;-
7;5;19.00;0.0;25.7;53;3;1;8;356;-;-;-
7;5;20.00;0.0;24.8;55;6;106;12;85;-;-;-
7;5;21.00;0.0;24.7;55;6;88;12;94;-;-;-
7;5;22.00;0.0;24.9;52;5;96;11;93;-;-;-
7;5;23.00;0.0;24.8;52;3;144;9;155;-;-;-
7;5;24.00;0.0;24.3;56;3;125;6;109;-;-;-
7;6;1.00;0.0;24.7;53;5;131;15;140;-;-;-
7;6;2.00;0.0;24.8;50;5;264;17;120;-;-;-
7;6;3.00;0.0;24.6;49;5;354;16;6;-;-;-
7;6;4.00;0.0;24.5;50;11;76;32;79;-;-;-
7;6;5.00;0.0;24.4;50;23;69;44;80;-;-;-
7;6;6.00;0.0;24.4;50;28;74;54;78;-;-;-
7;6;7.00;0.0;25.5;49;25;70;55;84;-;-;-
7;6;8.00;0.0;25.6;48;23;78;45;84;-;-;-
7;6;9.00;0.0;26.6;46;21;93;44;86;-;-;-
7;6;10.00;0.0;27.2;45;21;81;39;66;-;-;-
7;6;11.00;0.0;27.0;44;18;64;34;68;-;-;-
7;6;12.00;1.4;24.3;57;15;8;35;59;-;-;-
7;6;13.00;11.0;19.5;86;14;108;33;106;-;-;-
7;6;14.00;0.6;22.3;71;15;95;30;86;-;-;-
7;6;15.00;0.0;24.0;65;11;134;31;104;-;-;-
7;6;16.00;0.0;24.9;57;8;140;19;146;-;-;-
7;6;17.00;0.0;23.8;61;7;226;13;153;-;-;-
7;6;18.00;0.0;23.1;67;6;233;13;244;-;-;-
7;6;19.00;0.0;23.2;69;4;275;10;234;-;-;-
7;6;20.00;0.0;23.3;66;4;73;12;17;-;-;-
7;6;21.00;0.0;22.4;65;9;99;19;93;-;-;-
7;6;22.00;0.0;22.1;66;12;106;23;87;-;-;-
7;6;23.00;0.0;22.3;65;12;83;27;97;-;-;-
7;6;24.00;0.0;23.1;57;15;73;34;58;-;-;-
7;7;1.00;0.0;22.8;59;19;71;42;44;-;-;-
7;7;2.00;0.0;22.2;58;21;67;39;70;-;-;-
7;7;3.00;0.0;22.6;54;12;111;39;72;-;-;-
7;7;4.00;0.0;21.3;60;10;97;29;87;-;-;-
7;7;5.00;0.0;22.4;56;15;73;31;58;-;-;-
7;7;6.00;0.0;24.1;51;16;70;35;75;-;-;-
7;7;7.00;0.0;25.4;46;19;64;37;60;-;-;-
7;7;8.00;0.0;26.3;44;18;70;36;68;-;-;-
7;7;9.00;0.0;27.0;41;18;57;33;62;-;-;-
7;7;10.00;0.0;28.4;37;17;95;34;50;-;-;-
7;7;11.00;0.0;29.3;35;15;79;32;105;-;-;-
7;7;12.00;0.0;29.5;33;14;35;28;109;-;-;-
7;7;13.00;0.0;30.4;30;9;65;22;137;-;-;-
7;7;14.00;0.0;30.3;26;13;57;28;65;-;-;-
7;7;15.00;0.0;30.7;28;10;104;29;60;-;-;-
7;7;16.00;0.0;30.5;28;9;60;28;82;-;-;-
7;7;17.00;0.0;30.2;29;8;67;18;34;-;-;-
7;7;18.00;0.0;28.3;44;4;346;11;85;-;-;-
7;7;19.00;0.0;28.1;37;3;94;9;68;-;-;-
7;7;20.00;0.0;26.1;46;6;168;14;77;-;-;-
7;7;21.00;0.0;25.4;41;7;93;12;84;-;-;-
7;7;22.00;0.0;25.0;43;7;93;14;86;-;-;-
7;7;23.00;0.0;24.6;44;9;125;19;87;-;-;-
7;7;24.00;0.0;24.7;42;9;127;18;102;-;-;-
7;8;1.00;0.0;23.7;44;10;124;17;153;-;-;-
7;8;2.00;0.0;23.9;42;9;116;17;111;-;-;-
7;8;3.00;0.0;23.6;43;5;94;14;113;-;-;-
7;8;4.00;0.0;23.5;41;5;113;13;111;-;-;-
7;8;5.00;0.0;25.1;38;4;89;10;108;-;-;-
7;8;6.00;0.0;25.0;49;4;325;7;10;-;-;-
7;8;7.00;0.0;25.0;51;4;315;7;317;-;-;-
7;8;8.00;0.0;26.0;46;4;301;9;324;-;-;-
7;8;9.00;0.0;26.2;46;5;314;10;294;-;-;-
7;8;10.00;0.0;27.4;46;5;307;10;313;-;-;-
7;8;11.00;0.0;27.5;42;5;323;10;302;-;-;-
7;8;12.00;0.0;28.9;46;6;304;12;305;-;-;-
7;8;13.00;0.0;27.1;54;7;316;12;325;-;-;-
7;8;14.00;0.0;26.7;59;6;329;12;298;-;-;-
7;8;15.00;0.0;26.8;62;6;326;11;267;-;-;-
7;8;16.00;0.0;27.5;60;7;281;12;276;-;-;-
7;8;17.00;0.0;26.2;67;5;315;12;296;-;-;-
7;8;18.00;0.0;26.6;67;5;265;8;297;-;-;-
7;8;19.00;0.0;25.5;73;4;310;7;272;-;-;-
7;8;20.00;0.0;25.7;66;3;142;6;110;-;-;-
7;8;21.00;0.0;25.4;57;3;87;9;76;-;-;-
7;8;22.00;0.0;24.9;63;2;196;8;57;-;-;-
7;8;23.00;0.0;24.5;63;3;16;6;41;-;-;-
7;8;24.00;0.0;24.0;58;4;158;9;75;-;-;-
7;9;1.00;0.0;23.5;55;3;80;7;76;-;-;-
7;9;2.00;0.0;23.1;61;3;254;6;77;-;-;-
7;9;3.00;0.0;23.0;59;5;83;9;89;-;-;-
7;9;4.00;0.0;22.7;59;4;85;8;82;-;-;-
7;9;5.00;0.0;24.7;56;3;81;7;86;-;-;-
7;9;6.00;0.0;24.9;59;3;316;6;309;-;-;-
7;9;7.00;0.0;26.0;58;4;290;9;259;-;-;-
7;9;8.00;0.0;26.4;58;4;321;9;340;-;-;-
7;9;9.00;0.0;27.2;59;5;311;10;284;-;-;-
7;9;10.00;0.0;28.8;56;6;271;12;250;-;-;-
7;9;11.00;0.0;27.4;62;6;326;10;293;-;-;-
7;9;12.00;0.0;27.1;63;6;339;11;259;-;-;-
7;9;13.00;0.0;29.5;56;6;279;13;272;-;-;-
7;9;14.00;0.0;29.0;55;6;314;10;340;-;-;-
7;9;15.00;0.0;28.5;52;6;315;12;268;-;-;-
7;9;16.00;0.0;28.7;49;5;320;9;316;-;-;-
7;9;17.00;0.0;28.7;50;5;312;11;276;-;-;-
7;9;18.00;0.0;28.4;52;4;336;9;318;-;-;-
7;9;19.00;0.0;27.5;56;3;337;5;275;-;-;-
7;9;20.00;0.0;27.0;59;3;297;6;298;-;-;-
7;9;21.00;0.0;27.0;52;3;69;8;72;-;-;-
7;9;22.00;0.0;26.3;53;3;0;8;77;-;-;-
7;9;23.00;0.0;26.3;48;3;61;7;83;-;-;-
7;9;24.00;0.0;25.6;53;2;3;7;82;-;-;-
7;10;1.00;0.0;25.4;55;3;66;5;343;-;-;-
7;10;2.00;0.0;24.5;64;3;162;8;78;-;-;-
7;10;3.00;0.0;24.4;62;3;121;7;171;-;-;-
7;10;4.00;0.0;24.2;62;2;70;5;82;-;-;-
7;10;5.00;0.0;25.4;58;2;351;5;77;-;-;-
7;10;6.00;0.0;25.7;62;3;333;6;317;-;-;-
7;10;7.00;0.0;26.7;60;3;318;6;322;-;-;-
7;10;8.00;0.0;26.9;60;4;320;8;334;-;-;-
7;10;9.00;0.0;27.5;61;5;311;10;312;-;-;-
7;10;10.00;0.0;28.0;57;5;305;9;336;-;-;-
7;10;11.00;0.0;29.8;50;5;314;10;250;-;-;-
7;10;12.00;0.0;29.9;61;7;273;14;260;-;-;-
7;10;13.00;0.0;30.5;56;6;300;12;264;-;-;-
7;10;14.00;0.0;31.0;48;6;288;11;267;-;-;-
7;10;15.00;0.0;30.2;60;6;308;10;271;-;-;-
7;10;16.00;0.0;29.1;63;6;313;9;273;-;-;-
7;10;17.00;0.0;29.7;64;5;320;9;254;-;-;-
7;10;18.00;0.0;28.6;65;4;305;8;293;-;-;-
7;10;19.00;0.0;27.7;72;3;321;6;337;-;-;-
7;10;20.00;0.0;27.7;69;3;357;5;277;-;-;-
7;10;21.00;0.0;27.6;64;2;354;6;355;-;-;-
7;10;22.00;0.0;27.1;57;3;263;7;351;-;-;-
7;10;23.00;0.0;26.1;74;4;347;8;319;-;-;-
7;10;24.00;0.0;25.9;69;3;163;6;106;-;-;-
7;11;1.00;0.0;25.6;66;5;85;9;114;-;-;-
7;11;2.00;0.0;25.2;67;5;84;9;78;-;-;-
7;11;3.00;0.0;25.1;65;4;57;8;87;-;-;-
7;11;4.00;0.0;25.2;56;4;80;7;73;-;-;-
7;11;5.00;0.0;26.3;52;2;91;5;101;-;-;-
7;11;6.00;0.0;26.2;67;3;326;6;318;-;-;-
7;11;7.00;0.0;27.2;65;3;323;6;314;-;-;-
7;11;8.00;0.0;27.6;65;4;321;7;324;-;-;-
7;11;9.00;0.0;28.4;64;5;321;9;328;-;-;-
7;11;10.00;0.0;28.3;64;5;329;9;348;-;-;-
7;11;11.00;0.0;31.6;49;5;284;11;287;-;-;-
7;11;12.00;0.0;30.2;61;6;286;13;260;-;-;-
7;11;13.00;0.0;30.1;56;8;301;14;281;-;-;-
7;11;14.00;0.0;28.9;59;7;321;13;269;-;-;-
7;11;15.00;0.0;29.2;58;7;317;14;328;-;-;-
7;11;16.00;0.0;29.1;56;7;328;13;320;-;-;-
7;11;17.00;0.0;30.1;49;6;297;12;311;-;-;-
7;11;18.00;0.0;29.8;45;5;281;11;311;-;-;-
7;11;19.00;0.0;28.7;50;4;314;9;314;-;-;-
7;11;20.00;0.0;28.3;49;3;305;6;303;-;-;-
7;11;21.00;0.0;28.0;49;2;210;5;303;-;-;-
7;11;22.00;0.0;27.6;55;5;103;11;130;-;-;-
7;11;23.00;0.0;28.1;51;4;115;8;67;-;-;-
7;11;24.00;0.0;28.3;49;3;124;9;163;-;-;-
7;12;1.00;0.0;27.3;50;4;71;8;69;-;-;-
7;12;2.00;0.0;27.1;49;4;96;8;77;-;-;-
7;12;3.00;0.0;27.6;51;6;268;16;277;-;-;-
7;12;4.00;2.4;22.7;73;19;144;64;321;-;-;-
7;12;5.00;6.2;22.0;77;12;93;25;84;-;-;-
7;12;6.00;1.0;23.5;71;11;120;40;96;-;-;-
7;12;7.00;0.0;24.8;71;6;325;16;120;-;-;-
7;12;8.00;0.0;25.5;67;6;306;17;315;-;-;-
7;12;9.00;0.0;27.1;57;6;279;14;269;-;-;-
7;12;10.00;0.0;26.7;67;9;302;24;296;-;-;-
7;12;11.00;0.0;28.5;53;14;68;36;358;-;-;-
7;12;12.00;0.0;31.7;40;10;121;29;58;-;-;-
7;12;13.00;0.0;30.7;44;6;282;16;67;-;-;-
7;12;14.00;0.0;30.7;54;6;306;14;304;-;-;-
7;12;15.00;0.0;30.3;55;8;249;19;242;-;-;-
7;12;16.00;0.0;29.5;58;10;250;20;267;-;-;-
7;12;17.00;0.0;29.6;45;13;245;26;243;-;-;-
7;12;18.00;0.0;28.1;55;6;341;12;253;-;-;-
7;12;19.00;0.0;28.6;52;3;85;7;73;-;-;-
7;12;20.00;0.0;28.3;56;5;63;11;87;-;-;-
7;12;21.00;0.0;27.6;61;4;340;11;75;-;-;-
7;12;22.00;0.0;27.5;59;6;88;12;84;-;-;-
7;12;23.00;0.0;27.2;61;8;91;18;96;-;-;-
7;12;24.00;0.0;27.5;59;5;270;14;79;-;-;-
7;13;1.00;0.0;27.5;58;5;228;23;108;-;-;-
7;13;2.00;0.0;24.8;66;14;93;47;280;-;-;-
7;13;3.00;0.0;25.0;67;10;78;23;86;-;-;-
7;13;4.00;0.0;25.5;65;8;83;27;96;-;-;-
7;13;5.00;0.0;26.8;55;4;115;9;83;-;-;-
7;13;6.00;0.0;27.6;52;5;70;17;165;-;-;-
7;13;7.00;0.0;28.6;53;8;165;19;123;-;-;-
7;13;8.00;0.0;28.9;54;5;189;13;206;-;-;-
7;13;9.00;0.0;28.3;58;5;326;13;193;-;-;-
7;13;10.00;0.0;28.4;62;5;323;15;303;-;-;-
7;13;11.00;0.0;29.1;58;7;286;15;281;-;-;-
7;13;12.00;0.0;28.4;66;7;308;19;294;-;-;-
7;13;13.00;0.0;29.1;56;8;186;20;283;-;-;-
7;13;14.00;0.0;29.1;65;7;162;18;186;-;-;-
7;13;15.00;0.0;29.1;66;9;254;18;259;-;-;-
7;13;16.00;0.0;27.6;75;10;309;18;264;-;-;-
7;13;17.00;0.0;26.3;80;7;329;17;316;-;-;-
7;13;18.00;0.0;27.0;76;5;143;13;114;-;-;-
7;13;19.00;0.0;26.9;60;8;83;32;88;-;-;-
7;13;20.00;0.0;25.3;53;19;86;42;91;-;-;-
7;13;21.00;0.0;24.9;55;20;75;40;76;-;-;-
7;13;22.00;0.0;24.5;55;22;81;48;56;-;-;-
7;13;23.00;0.0;24.7;52;22;78;48;69;-;-;-
7;13;24.00;0.0;24.6;50;21;84;41;72;-;-;-
7;14;1.00;0.0;24.3;49;20;72;41;89;-;-;-
7;14;2.00;0.0;24.6;46;14;125;39;74;-;-;-
7;14;3.00;0.0;24.2;48;10;103;34;109;-;-;-
7;14;4.00;0.0;24.9;43;15;70;34;68;-;-;-
7;14;5.00;0.0;25.4;41;23;68;45;63;-;-;-
7;14;6.00;0.0;26.2;39;25;83;53;77;-;-;-
7;14;7.00;0.0;27.3;39;26;82;54;85;-;-;-
7;14;8.00;0.0;27.9;38;24;85;47;76;-;-;-
7;14;9.00;0.0;28.5;40;22;79;44;74;-;-;-
7;14;10.00;0.0;30.4;36;19;88;43;90;-;-;-
7;14;11.00;0.0;31.7;32;12;70;30;82;-;-;-
7;14;12.00;0.0;31.2;36;8;283;26;54;-;-;-
7;14;13.00;0.0;29.5;51;10;273;24;266;-;-;-
7;14;14.00;0.0;30.0;44;12;273;25;275;-;-;-
7;14;15.00;0.0;28.6;58;6;326;16;276;-;-;-
7;14;16.00;0.0;29.6;47;6;275;14;262;-;-;-
7;14;17.00;0.0;30.1;42;6;245;12;237;-;-;-
7;14;18.00;0.0;29.9;46;4;291;7;345;-;-;-
7;14;19.00;0.0;28.6;43;4;326;8;267;-;-;-
7;14;20.00;0.0;27.5;48;3;74;7;57;-;-;-
7;14;21.00;0.0;26.8;51;4;70;8;77;-;-;-
7;14;22.00;0.0;26.3;52;3;79;7;72;-;-;-
7;14;23.00;0.0;25.6;55;4;84;7;80;-;-;-
7;14;24.00;0.0;25.1;57;3;66;7;64;-;-;-
7;15;1.00;0.0;24.7;60;4;153;9;71;-;-;-
7;15;2.00;0.0;24.4;57;5;91;9;68;-;-;-
7;15;3.00;0.0;24.1;57;4;84;7;76;-;-;-
7;15;4.00;0.0;24.3;57;5;79;8;65;-;-;-
7;15;5.00;0.0;26.2;52;3;117;6;57;-;-;-
7;15;6.00;0.0;26.7;57;3;288;5;355;-;-;-
7;15;7.00;0.0;27.0;54;3;316;6;322;-;-;-
7;15;8.00;0.0;26.5;62;5;325;9;323;-;-;-
7;15;9.00;0.0;27.9;55;5;312;9;312;-;-;-
7;15;10.00;0.0;28.8;51;5;303;10;308;-;-;-
7;15;11.00;0.0;29.6;53;6;310;12;280;-;-;-
7;15;12.00;0.0;28.9;57;7;265;13;292;-;-;-
7;15;13.00;0.0;29.9;55;9;273;14;265;-;-;-
7;15;14.00;0.0;30.5;54;8;271;14;265;-;-;-
7;15;15.00;0.0;30.2;61;8;268;15;281;-;-;-
7;15;16.00;0.0;29.7;56;5;315;11;280;-;-;-
7;15;17.00;0.0;29.2;60;7;301;14;312;-;-;-
7;15;18.00;0.0;28.5;66;6;316;12;268;-;-;-
7;15;19.00;0.0;27.8;63;3;313;6;330;-;-;-
7;15;20.00;0.0;27.4;62;2;126;5;1;-;-;-
7;15;21.00;0.0;27.1;61;5;72;9;72;-;-;-
7;15;22.00;0.0;27.1;61;4;82;8;68;-;-;-
7;15;23.00;0.0;26.6;63;4;66;6;70;-;-;-
7;15;24.00;0.0;25.9;65;3;71;9;70;-;-;-
7;16;1.00;0.0;25.9;65;3;81;7;88;-;-;-
7;16;2.00;0.0;25.8;67;4;87;8;66;-;-;-
7;16;3.00;0.0;25.6;68;4;66;8;61;-;-;-
7;16;4.00;0.0;25.4;69;2;89;5;100;-;-;-
7;16;5.00;0.0;27.0;67;3;83;9;52;-;-;-
7;16;6.00;0.0;27.5;66;2;306;5;314;-;-;-
7;16;7.00;0.0;26.9;68;4;325;7;313;-;-;-
7;16;8.00;0.0;28.1;66;4;320;7;317;-;-;-
7;16;9.00;0.0;28.3;68;6;324;9;312;-;-;-
7;16;10.00;0.0;30.5;58;5;288;12;301;-;-;-
7;16;11.00;0.0;29.3;62;6;306;12;298;-;-;-
7;16;12.00;0.0;29.3;65;7;301;12;296;-;-;-
7;16;13.00;0.0;30.6;64;7;270;15;300;-;-;-
7;16;14.00;0.0;30.1;70;9;272;15;268;-;-;-
7;16;15.00;0.0;30.2;60;5;324;11;278;-;-;-
7;16;16.00;0.0;30.6;63;6;311;10;331;-;-;-
7;16;17.00;0.0;30.5;61;5;282;10;274;-;-;-
7;16;18.00;0.0;30.5;65;4;287;9;257;-;-;-
7;16;19.00;0.0;28.3;79;4;319;6;311;-;-;-
7;16;20.00;0.0;28.9;69;2;66;5;316;-;-;-
7;16;21.00;0.0;28.1;75;3;178;6;203;-;-;-
7;16;22.00;0.0;27.7;74;3;326;6;5;-;-;-
7;16;23.00;0.0;27.3;73;4;73;7;71;-;-;-
7;16;24.00;0.0;27.2;74;5;83;9;73;-;-;-
7;17;1.00;0.0;27.3;69;3;136;6;77;-;-;-
7;17;2.00;0.0;27.0;67;4;84;9;117;-;-;-
7;17;3.00;0.0;26.6;64;3;124;7;80;-;-;-
7;17;4.00;0.0;26.7;63;3;67;6;64;-;-;-
7;17;5.00;0.0;28.8;57;2;230;5;82;-;-;-
7;17;6.00;0.0;28.4;62;2;314;6;321;-;-;-
7;17;7.00;0.0;28.9;61;3;315;6;311;-;-;-
7;17;8.00;0.0;29.3;63;4;315;9;320;-;-;-
7;17;9.00;0.0;30.5;60;6;316;10;327;-;-;-
7;17;10.00;0.0;30.9;57;5;311;11;330;-;-;-
7;17;11.00;0.0;30.3;61;6;311;12;300;-;-;-
7;17;12.00;0.0;29.6;68;7;270;13;268;-;-;-
7;17;13.00;0.0;30.0;71;7;311;14;277;-;-;-
7;17;14.00;0.0;30.3;66;5;331;9;332;-;-;-
7;17;15.00;0.0;31.2;68;5;311;12;305;-;-;-
7;17;16.00;0.0;29.7;75;6;317;12;319;-;-;-
7;17;17.00;0.0;29.6;79;5;314;9;330;-;-;-
7;17;18.00;0.0;30.2;68;4;331;8;5;-;-;-
7;17;19.00;0.0;29.9;69;4;324;9;343;-;-;-
7;17;20.00;0.0;29.9;65;4;76;10;73;-;-;-
7;17;21.00;0.0;29.8;62;9;106;14;80;-;-;-
7;17;22.00;0.0;29.5;59;6;130;15;92;-;-;-
7;17;23.00;0.0;29.4;58;3;288;7;116;-;-;-
7;17;24.00;0.0;28.8;61;4;102;9;352;-;-;-
7;18;1.00;0.0;27.8;63;5;184;12;168;-;-;-
7;18;2.00;0.0;28.1;57;5;147;10;165;-;-;-
7;18;3.00;0.0;27.7;59;3;91;10;157;-;-;-
7;18;4.00;0.0;28.3;56;5;66;13;91;-;-;-
7;18;5.00;0.0;28.0;58;10;102;31;97;-;-;-
7;18;6.00;0.0;29.5;54;17;69;36;69;-;-;-
7;18;7.00;0.0;30.9;50;21;69;36;63;-;-;-
7;18;8.00;0.0;32.1;46;17;91;35;86;-;-;-
7;18;9.00;0.0;34.0;42;13;90;27;101;-;-;-
7;18;10.00;0.0;35.5;39;6;101;17;152;-;-;-
7;18;11.00;0.0;32.4;58;8;328;13;275;-;-;-
7;18;12.00;0.0;32.5;54;6;315;13;324;-;-;-
7;18;13.00;0.0;32.5;53;6;319;13;308;-;-;-
7;18;14.00;0.0;32.5;54;5;313;11;282;-;-;-
7;18;15.00;0.0;33.4;54;6;281;12;263;-;-;-
7;18;16.00;0.0;31.9;58;5;320;10;263;-;-;-
7;18;17.00;0.0;31.2;66;5;310;14;312;-;-;-
7;18;18.00;0.0;30.7;38;11;39;37;37;-;-;-
7;18;19.00;0.0;31.4;35;18;57;44;56;-;-;-
7;18;20.00;0.0;30.5;38;18;113;46;86;-;-;-
7;18;21.00;0.0;29.5;47;8;111;35;111;-;-;-
7;18;22.00;0.0;29.3;39;8;89;22;91;-;-;-
7;18;23.00;0.0;28.6;45;5;127;16;109;-;-;-
7;18;24.00;0.0;27.8;48;6;125;13;154;-;-;-
7;19;1.00;0.0;27.6;48;3;105;8;112;-;-;-
7;19;2.00;0.0;27.2;47;3;71;7;168;-;-;-
7;19;3.00;0.0;27.0;49;4;93;8;81;-;-;-
7;19;4.00;0.0;28.0;49;5;117;10;134;-;-;-
7;19;5.00;0.0;28.6;51;2;134;5;63;-;-;-
7;19;6.00;0.0;30.1;54;3;110;6;327;-;-;-
7;19;7.00;0.0;31.9;47;3;190;8;114;-;-;-
7;19;8.00;0.0;32.9;43;4;204;12;245;-;-;-
7;19;9.00;0.0;30.6;55;6;334;14;268;-;-;-
7;19;10.00;0.0;30.5;60;6;325;15;280;-;-;-
7;19;11.00;0.0;29.8;63;7;315;14;295;-;-;-
7;19;12.00;0.0;30.4;66;8;283;17;298;-;-;-
7;19;13.00;0.0;30.0;67;6;344;14;270;-;-;-
7;19;14.00;0.0;32.2;47;5;335;10;305;-;-;-
7;19;15.00;0.0;33.1;45;6;299;11;305;-;-;-
7;19;16.00;0.0;31.1;61;8;311;15;323;-;-;-
7;19;17.00;0.0;29.6;72;6;328;15;319;-;-;-
7;19;18.00;0.0;31.1;59;4;258;11;323;-;-;-
7;19;19.00;0.0;30.7;48;10;118;21;77;-;-;-
7;19;20.00;0.0;30.0;44;6;83;25;67;-;-;-
7;19;21.00;19.8;20.4;89;21;36;58;325;-;-;-
7;19;22.00;1.2;22.8;73;21;152;50;70;-;-;-
7;19;23.00;0.0;24.4;60;18;88;45;104;-;-;-
7;19;24.00;0.0;25.3;55;12;116;24;84;-;-;-
7;20;1.00;0.0;25.0;56;7;86;14;89;-;-;-
7;20;2.00;0.0;24.8;56;13;102;31;100;-;-;-
7;20;3.00;0.0;24.3;60;13;122;27;99;-;-;-
7;20;4.00;0.0;25.2;55;11;96;30;100;-;-;-
7;20;5.00;0.0;25.4;54;10;105;25;96;-;-;-
7;20;6.00;0.0;26.5;49;11;93;29;102;-;-;-
7;20;7.00;0.0;28.6;46;9;123;28;104;-;-;-
7;20;8.00;0.0;29.8;41;9;120;22;141;-;-;-
7;20;9.00;0.0;31.3;38;14;99;32;74;-;-;-
7;20;10.00;0.0;32.5;37;17;88;32;94;-;-;-
7;20;11.00;0.0;30.3;52;15;245;32;129;-;-;-
7;20;12.00;0.0;28.3;66;12;343;23;228;-;-;-
7;20;13.00;0.0;28.7;62;7;318;14;273;-;-;-
7;20;14.00;0.0;29.1;55;6;327;11;326;-;-;-
7;20;15.00;0.0;28.7;57;6;322;12;320;-;-;-
7;20;16.00;0.0;29.4;56;6;316;12;310;-;-;-
7;20;17.00;0.0;29.5;55;5;314;9;318;-;-;-
7;20;18.00;0.0;28.9;59;4;322;8;297;-;-;-
7;20;19.00;0.0;28.0;65;3;327;5;339;-;-;-
7;20;20.00;0.0;28.5;62;2;120;6;127;-;-;-
7;20;21.00;0.0;28.5;53;9;95;25;107;-;-;-
7;20;22.00;0.0;28.0;53;8;92;22;92;-;-;-
7;20;23.00;0.0;27.3;55;12;105;26;98;-;-;-
7;20;24.00;0.0;25.9;59;13;81;35;69;-;-;-
7;21;1.00;0.0;25.3;60;19;71;39;68;-;-;-
7;21;2.00;0.0;25.1;61;23;75;43;63;-;-;-
7;21;3.00;0.0;24.9;60;14;86;33;79;-;-;-
7;21;4.00;0.0;24.3;62;21;80;40;76;-;-;-
7;21;5.00;6.2;22.6;75;16;81;41;107;-;-;-
